[2024-03-10 13:23:22,223 INFO] Vocab size: 38622
[2024-03-10 13:23:22,223 INFO] EmotionVocab Size: 32
[2024-03-10 13:23:23,936 INFO] Training data size: 40252
[2024-03-10 13:23:23,936 INFO] Valid data size: 5736
[2024-03-10 13:23:23,936 INFO] Test data size: 307
[2024-03-10 13:23:32,639 INFO] loading emotion model...
[2024-03-10 13:23:38,819 INFO] S-0	<CLS> Help. Help me. I dunno what I'm doing anymore <SEP>
[2024-03-10 13:23:48,139 INFO] S-284	<CLS> A very dear friend died and i dont feel very different. Ever since the last year i was trying to convince myself that im not depressed and not diferent in any way from others around me but yesterday a very close friend died in a crash accident and my state of mind has not changed. Dont get me wrong, last night i cried whenever i thought of her but my mind and anxiety have not gotten worse nor better. 2 years ago, my school friend died in a suicide jump from a bridge and i know how i felt on that day and it's diferent now because then i felt diferent after hearing the news. Now i just felt like i needed to cry a bit, no sudden sorrow or anxiety attack, and that's what scares me that i trully am depressed. Can anyone give me some insight on what's going on with me. <SEP>
[2024-03-10 13:23:48,139 INFO] T-284	<BOS> being depressed means you're almost as sad as you can get, the fact your thinking about your friend is how you know you cared. Most people don't care enough to do that once they've cried a little. <EOS>
[2024-03-10 13:23:48,139 INFO] H-284	i am sorry to hear that . i hope you can get through it .
[2024-03-10 13:23:48,139 INFO] S-285	<CLS> depression. how do you deal with it <SEP>
[2024-03-10 13:23:48,139 INFO] T-285	<BOS> I can't deal with it, I just push through everyday <EOS>
[2024-03-10 13:23:48,139 INFO] H-285	i am happy for you . i 'm sure you are going to get a raise !
[2024-03-10 13:23:48,139 INFO] S-286	<CLS> how does a weirdo become a normie ?. i need help on this -_- <SEP>
[2024-03-10 13:23:48,139 INFO] T-286	<BOS> By spending time with people, in person. You'll probably fuck up a lot, make lots of social faux pas, feel like your the biggest idiot in the world (I do pretty regularly). However after a while you'll get better at being a 'normie'. Well as normal as people can be. We're all a fucking mess with no idea what we're doing, we just find other people who are a mess that are fun to hang out with. <EOS>
[2024-03-10 13:23:48,139 INFO] H-286	that 's a good thing to be proud of . what do you do ?
[2024-03-10 13:23:48,139 INFO] S-287	<CLS> Depression. Contemplating wether I should run away and never see my family again or commit suicide... <SEP>
[2024-03-10 13:23:48,139 INFO] T-287	<BOS> Preferably neither but if not an option then just run. Just die <EOS>
[2024-03-10 13:23:48,139 INFO] H-287	i know what you mean . i 'm sorry to hear that .
[2024-03-10 13:23:48,139 INFO] S-288	<CLS> My birthday is in 15 days.. I have never felt so unexcited &amp; Apathetic about my birthday in my entire life. Happy early birthday to me.. <SEP>
[2024-03-10 13:23:48,139 INFO] T-288	<BOS> What day is your birthday? I turn 17 on February 6th! Do we have the same birthday? <EOS>
[2024-03-10 13:23:48,139 INFO] H-288	that 's so nice . what kind of car did you get ?
[2024-03-10 13:23:48,139 INFO] S-289	<CLS> Does anyone have an experience with Citalopram?. I have been put on it due to my depression getting worse. I was wondering if anyone has been put on it and what are your experiences with it? Do you find it's helped you? <SEP>
[2024-03-10 13:23:48,139 INFO] T-289	<BOS> I did several months on citalopram but eventually got moved onto escitalopram. I'm now taking Wellbutrin with the latter. Much improved. <EOS>
[2024-03-10 13:23:48,139 INFO] H-289	that is so sad . i 'm sorry to hear that .
[2024-03-10 13:23:48,139 INFO] S-290	<CLS> Does anyone feel like your problems are insignificant compared others, yet they still seem like a heavy burden?. For example, compared to the lives that some other people had to endure, my life isn't too hard. However, my problems still feel like weights on my mind. <SEP>
[2024-03-10 13:23:48,139 INFO] T-290	<BOS> I hate it when people say that. It makes you feel so guilty for whining. <EOS>
[2024-03-10 13:23:48,139 INFO] H-290	oh , well that 's a good idea .
[2024-03-10 13:23:48,139 INFO] S-291	<CLS> Has anyone else ever gone through hell, then met the person of their dreams, the person they're meant to spend the rest of their life with, and then you fuck it up forever because you felt it was too good to be true so you constantly started fights to make it feel like it wasn't a dream?. Fuck man, I hate myself so much now. I don't hate my heart. I hate my brain. I hate my consciousness. My subconscious fuckin warned me to wake the fuck up and stop ruining things. But I didn't listen. <SEP>
[2024-03-10 13:23:48,139 INFO] T-291	<BOS> currently in a relationship. I keep thinking going to breakup with me or cheat on me. My anxiety fucks it all up. <EOS>
[2024-03-10 13:23:48,139 INFO] H-291	i 'm sorry to hear that . i hope you 're able to get to go to the doctor to help you .
[2024-03-10 13:23:48,139 INFO] S-292	<CLS> It's my birthday today, but I dread it every year. I feel like my friends are slowly forgetting about me or not caring anymore.. <SEP>
[2024-03-10 13:23:48,139 INFO] T-292	<BOS> Happy birthday dude, it's actually my birthday as well today! <EOS>
[2024-03-10 13:23:48,139 INFO] H-292	that 's so sweet . i 'm happy for you !
[2024-03-10 13:23:48,139 INFO] S-293	<CLS> Every day I think; this can't get any worse. And without fail, the next day proves me wrong. <SEP>
[2024-03-10 13:23:48,139 INFO] T-293	<BOS> I'm the opposite of this. I just ask Can today be worse than what it already is? And Can it be worse than yesterday? Somehow it always manages to get worse. <EOS>
[2024-03-10 13:23:48,139 INFO] H-293	i am sorry to hear that . i hope you can get through it
[2024-03-10 13:23:48,139 INFO] S-294	<CLS> Does anyone else hate socialization?. I don't enjoy social contact and try to avoid it when I can. I never enjoy hanging out with any of my friends. Does anyone else have this? Is it depression, bipolar, or social anxiety? Or could it be something else? <SEP>
[2024-03-10 13:23:48,139 INFO] T-294	<BOS> I don't but I wish I did :/ <EOS>
[2024-03-10 13:23:48,140 INFO] H-294	i can understand that . i 'm sorry you have to deal with that .
[2024-03-10 13:23:48,140 INFO] S-295	<CLS> Do you ever just feel bad for yourself for no reason. My mood can go from okay to wow a worthless piece of shit that deserve love I see people who have their shit together but here I am 27 and working at a restaurant I wallow in my self pity and I seem to change that <SEP>
[2024-03-10 13:23:48,140 INFO] T-295	<BOS> Yep, I was actually feeling pretty good about myself this morning, but now a total 180 and I think a disgusting freak never going to find love... I hate myself <EOS>
[2024-03-10 13:23:48,140 INFO] H-295	i can see that . i hope you can find someone to talk to people .
[2024-03-10 13:23:48,140 INFO] S-296	<CLS> I honestly need an answer.. What do you do when you're so down in the dumps and stuck in your own head with revolving negative thoughts over and over and over and over again? Literally 1 thing that has helped you in the past. Please. <SEP>
[2024-03-10 13:23:48,140 INFO] T-296	<BOS> I even put up with bad books. Anything that gets me thinking about something else. <EOS>
[2024-03-10 13:23:48,140 INFO] H-296	i am sure it will . i 'm sure they are having a good time to take care of .
[2024-03-10 13:23:48,140 INFO] S-297	<CLS> i shouldn’t be allowed to be close to people emotionally. i hurt her i hurt her its all my fault she hates me its irreparable i hate myself i shoudnt be allowed to get close all i do is hurt others all i do is bring pain <SEP>
[2024-03-10 13:23:48,140 INFO] T-297	<BOS> Whoa, easy. Whoever she is, and whatever you did, chances are not as irreparable as you think. Time will heal most wounds. And if it is really irreparable, then you move on. One incident is not indicative of your worth as a human being, nor does one opinion determine whether you are good or bad. It might hurt to move on, like *really* hurt, but alright. normal. <EOS>
[2024-03-10 13:23:48,140 INFO] H-297	i am sure you will be fine .
[2024-03-10 13:23:48,140 INFO] S-298	<CLS> Bamboo. I bought a bamboo plant from my local chinese store a few years ago when I first started feeling depressed. To this day or is still alive. Just wanted to tell people that I feel proud I can keep something more alive than myself. <SEP>
[2024-03-10 13:23:48,140 INFO] T-298	<BOS> I'm going to buy a few lemon plants and plant them in a cute Groot pot just for this reason. Btw, have you considered getting a pet? I don't like pets (bad childhood experience with wild dogs) so it's not for me, but generally people who like keeping a plant alive would love to have a happy, living pet around them <EOS>
[2024-03-10 13:23:48,140 INFO] H-298	that 's really cool . i 'm glad you got to go to the gym .
[2024-03-10 13:23:48,140 INFO] S-299	<CLS> Does everyone think i hate them?. I recently was hanging out with this girl who said she thought I hated her last year, it hit me kinda hard, I'm extremely quiet and I just wish I could know everyone's opinion of me. <SEP>
[2024-03-10 13:23:48,140 INFO] T-299	<BOS> Some people are sensitive. Don't change the good things about yourself just because some people don't understand silence. <EOS>
[2024-03-10 13:23:48,140 INFO] H-299	that is so sweet of him .
[2024-03-10 13:23:48,140 INFO] S-300	<CLS> I want a dog.... But I even really take care of myself, what makes me think I could take care of another being. probably end up somehow fucking it up and hating myself more <SEP>
[2024-03-10 13:23:48,140 INFO] T-300	<BOS> start with something smaller, like a hermit crab <EOS>
[2024-03-10 13:23:48,140 INFO] H-300	i am sure it will be fine .
[2024-03-10 13:23:48,140 INFO] S-301	<CLS> Fuck fuck fuck.. Can't sleep.. Have a tremendous amount of restlessness in myself. Just need to fucking calm down <SEP>
[2024-03-10 13:23:48,140 INFO] T-301	<BOS> When I can't sleep I've taught myself to use it. If I can concentrate I read, if I can't I play video games. Anything that helps me to relax. I tend to find that I need to distract myself from being unable to sleep, otherwise it makes me anxious and that makes the sleeplessness worse. <EOS>
[2024-03-10 13:23:48,140 INFO] H-301	that 's awesome ! i bet it 's a really great feeling .
[2024-03-10 13:23:48,140 INFO] S-302	<CLS> How can I accept my intrusive depressive thoughts?. Long story short: Was 335, Am 175. Aiming for 130/140ish. Body destroyed. I accept that. But the intrusive thoughts won't stop telling me I'm ugly and shit. Like I know man, leave me alone. See the problem is everybody got perfect skin in comparison to me. It uses that. I just want to accept that I'm ugly so it won't hurt when it says it, and then it won't say it. Any tips? <SEP>
[2024-03-10 13:23:48,140 INFO] T-302	<BOS> I think accepting that you are YOU rather than that you are ugly could help. Because you ARE you. You're no one else, and you never will be. You have one body, and no matter how you feel about it, it's all you have. You don't have to like your body at this point, just accept that it is yours. I just try to accept the intrusive thoughts for what they are: intrusive thoughts. They're intruding. They don't belong in my head. I don't have to listen to them. They can be there, but they don't have to mean anything to me. I'm stronger than they are. I know the truth. They're just trying to confuse me. That sort of thing. The more you can view them as a separate entity from yourself, the easier it gets, in my opinion. <EOS>
[2024-03-10 13:23:48,140 INFO] H-302	that 's awful , i hope you can get through it .
[2024-03-10 13:23:48,140 INFO] S-303	<CLS> My head is exploding.. All of this.How do you cope with this life? <SEP>
[2024-03-10 13:23:48,140 INFO] T-303	<BOS> Antidepressants, therapy, naps, bubble baths, tea, cat snuggles, books, watching movies curled up on the couch with a pillow and blanket, time spent in nature, a good cry. Hang in there my friend. <EOS>
[2024-03-10 13:23:48,140 INFO] H-303	oh no ! why are you worried about that ?
[2024-03-10 13:23:48,140 INFO] S-304	<CLS> I forgot what love is. It's been so long. Years. I thought this was supposed to be emptiness, but all I feel is pain. This is no life worth living. I'm so tired <SEP>
[2024-03-10 13:23:48,140 INFO] T-304	<BOS> You are not alone in any of that and my heart goes out to you and I think its important to seek professional help for these types of feelings, im sorry i couldn't help more and hope you get better <EOS>
